001	圖示
002	正在載入元件...
003	標籤
004	輸入
005	選單
006	容器
007	自動更新
008	輪播
009	特效
010	回饋
011	圖表
012	按鈕
013	載入中
014	設定
015	導覽
016	卡片
017	發生錯誤
018	操作成功
019	請注意
020	資訊提示
021	處理中...
022	資訊列
023	進度環
024	進度條 60%
025	正在處理...
026	Toast 的四種進度功能
027	正在下載...
028	正在同步...
029	上傳中
030	進度環 40%
031	正在上傳...
032	不確定進度條
033	正在同步資料...
034	處理中
035	請稍候...
036	InfoBar 進度模式
037	InfoBar 的四種進度功能
038	同步中
039	不確定進度環
040	進度條
041	Toast 進度模式
042	下載中
043	正在下載檔案...
044	DRY 安裝程式路徑無效
045	DRY 示範完成：已模擬無訊息安裝交接；未下載檔案，也未啟動安裝程式
046	DRY：正在模擬檢查更新…
047	DRY：模擬下載中<SP>
048	- 模擬下載進度從 0% 到 100%<NL>
049	- 模擬 Inno Setup 無訊息安裝交接，不建立檔案或啟動程式
050	DRY 模式不會開啟外部網頁
051	DRY：模擬下載完成，正在交接安裝
052	- 顯示實際的更新確認對話框<NL>
053	DRY 模擬下載進行中
054	DRY：準備模擬下載
055	DRY 下載令牌無效
056	DRY：安裝交接失敗
057	DRY：雙槽位安裝交接失敗
058	DRY：雙槽位準備完成；下次啟動時自動切換
059	DRY：正在背景準備非作用中槽位
060	DRY：發現模擬版本，等待使用者確認
061	DRY 示範進行中
062	## DRY 示範更新<NL><NL>
063	，等待確認
064	完整示範檢查、確認、下載進度、在背景寫入非作用中槽位，以及下次啟動時切換；全程不存取網路、不建立檔案，也不啟動安裝程式。
065	右下角 Toast
066	2. 使用實際的 UpdateDialog 顯示說明，並確認「下載並安裝」
067	使用 Gallery 注入的實際 Updater 檢查 Releases；此模式可能存取網路並開啟發行頁面。
068	最近偵測到：
069	3. 下載時以 Toast 或 ProgressDialog 顯示不確定或確定的進度
070	使用者會看到實際的對話框與進度回饋，但不會產生任何安裝副作用。
071	實際 Release 模式
072	DRY 下載並安裝示範
073	目前版本：
074	DRY 示範模式（安全模擬）
075	最近偵測到：無
076	更新流程
077	模擬檢查中…
078	Gallery 會直接示範 Facade 元件如何協調底層 Updater、UpdateDialog 與可替換的回饋呈現器。
079	發現新版本<SP>
080	開始 DRY 示範
081	已確認下載<SP>
082	背景準備中…
083	1. 檢查 GitHub Releases，並與目前版本比較
084	示範來源：
085	2. 發現新版本後，顯示更新說明與確認對話框
086	檢查更新
087	未設定
088	4. 在雙槽位模式中，於背景替換非作用中槽位，並在下次啟動時自動切換至新版
089	已是最新版本<SP>
090	儲存庫：
091	實際模式無法使用：Gallery 未注入 appUpdater
092	實際模式：尚未檢查
093	1. 模擬檢查並傳回示範版本
094	3. 使用實際的 Toast 或 ProgressDialog，將模擬進度推進至 100%
095	檢查失敗：
096	DRY 模式：等待開始示範
097	4. 模擬 Inno Setup 在背景替換非作用中槽位；本次繼續執行，並於下次啟動時切換至新版
098	實際的 GitHub Releases 更新流程
099	DRY：發現模擬版本<SP>
100	實際模式取決於 Release 是否提供目前平台的安裝程式資產。
101	檢查中…
102	按鈕 - ToolButton 與功能組合
103	編輯
104	僅文字 (Push)
105	帶徽章的組合 (Badge)
106	按鈕 - 倒數按鈕與各種樣式的組合
107	樣式與功能組合 (indeterminate_ring)
108	刪除
109	按鈕 - ToolButton 樣式 (6 種)
110	操作B
111	樣式、Pill 與 Dropdown/Split 組合
112	發送驗證碼
113	僅圖示→ToolButton樣式，文字/圖示+文字→PushButton樣式
114	選單：
115	按鈕 - 樣式 × Pill 形狀 × 進度功能
116	按鈕 - Filled 變體：無背景，文字使用狀態色
117	選項2
118	按鈕 - 形狀 (2 種)
119	樣式、Pill 與 Toggle 組合
120	操作A
121	選中:
122	已按下外部選單的主要按鈕
123	已按下主要按鈕
124	選項3
